id,feature_num,feature_cat,target,timestamp
142,35.157,A,1,2024-01-01 02:21:00
143,18.019,A,1,2024-01-01 02:22:00
144,54.016,A,0,2024-01-01 02:23:00
145,37.806,B,0,2024-01-01 02:24:00
146,43.77,C,0,2024-01-01 02:25:00
147,40.819,C,0,2024-01-01 02:26:00
148,47.888,A,1,2024-01-01 02:27:00
149,65.99,A,0,2024-01-01 02:28:00
150,52.356,A,0,2024-01-01 02:29:00
151,47.62,B,0,2024-01-01 02:30:00
152,34.465,C,0,2024-01-01 02:31:00
153,24.88,B,1,2024-01-01 02:32:00
154,42.705,B,1,2024-01-01 02:33:00
155,49.193,A,0,2024-01-01 02:34:00
156,76.519,C,1,2024-01-01 02:35:00
157,51.954,A,1,2024-01-01 02:36:00
158,64.741,A,0,2024-01-01 02:37:00
159,42.511,A,0,2024-01-01 02:38:00
160,32.226,A,0,2024-01-01 02:39:00
161,35.523,A,0,2024-01-01 02:40:00
162,39.122,A,0,2024-01-01 02:41:00
163,81.927,A,0,2024-01-01 02:42:00
164,37.679,B,1,2024-01-01 02:43:00
165,62.577,A,0,2024-01-01 02:44:00
166,36.456,A,1,2024-01-01 02:45:00
167,63.974,C,0,2024-01-01 02:46:00
168,55.774,B,0,2024-01-01 02:47:00
169,47.65,B,1,2024-01-01 02:48:00
170,49.389,A,1,2024-01-01 02:49:00
171,40.178,C,1,2024-01-01 02:50:00
172,56.691,A,0,2024-01-01 02:51:00
173,43.175,A,0,2024-01-01 02:52:00
174,31.616,C,0,2024-01-01 02:53:00
175,30.831,B,0,2024-01-01 02:54:00
176,52.589,B,1,2024-01-01 02:55:00
177,73.686,B,0,2024-01-01 02:56:00
178,52.4,B,0,2024-01-01 02:57:00
179,48.22,A,1,2024-01-01 02:58:00
180,54.287,A,0,2024-01-01 02:59:00
181,69.59,A,0,2024-01-01 03:00:00
182,53.291,A,0,2024-01-01 03:01:00
183,43.836,C,0,2024-01-01 03:02:00
184,66.594,A,1,2024-01-01 03:03:00
185,56.431,B,1,2024-01-01 03:04:00
186,73.036,B,1,2024-01-01 03:05:00
187,52.749,B,0,2024-01-01 03:06:00
188,31.633,A,1,2024-01-01 03:07:00
189,29.478,A,1,2024-01-01 03:08:00
190,74.764,C,0,2024-01-01 03:09:00
191,75.855,B,1,2024-01-01 03:10:00
192,47.307,C,0,2024-01-01 03:11:00
193,44.252,C,1,2024-01-01 03:12:00
194,71.922,B,1,2024-01-01 03:13:00
195,33.394,A,0,2024-01-01 03:14:00
196,36.579,B,0,2024-01-01 03:15:00
197,59.65,A,0,2024-01-01 03:16:00
198,44.081,B,1,2024-01-01 03:17:00
199,49.923,C,0,2024-01-01 03:18:00
200,47.548,B,1,2024-01-01 03:19:00
201,55.064,A,0,2024-01-01 03:20:00
202,71.112,A,0,2024-01-01 03:21:00
203,51.359,C,1,2024-01-01 03:22:00
204,59.659,A,1,2024-01-01 03:23:00
205,19.247,A,1,2024-01-01 03:24:00
206,49.269,A,0,2024-01-01 03:25:00
207,37.352,A,0,2024-01-01 03:26:00
208,31.718,A,0,2024-01-01 03:27:00
209,36.828,B,1,2024-01-01 03:28:00
210,44.988,A,1,2024-01-01 03:29:00
211,63.739,A,0,2024-01-01 03:30:00
212,30.104,A,1,2024-01-01 03:31:00
213,50.459,A,0,2024-01-01 03:32:00
214,42.737,A,1,2024-01-01 03:33:00
215,45.085,B,1,2024-01-01 03:34:00
216,65.041,A,1,2024-01-01 03:35:00
217,58.072,A,0,2024-01-01 03:36:00
218,70.061,A,1,2024-01-01 03:37:00
219,47.682,A,0,2024-01-01 03:38:00
220,39.561,A,1,2024-01-01 03:39:00
221,46.642,A,0,2024-01-01 03:40:00
222,53.637,C,1,2024-01-01 03:41:00
223,52.649,A,0,2024-01-01 03:42:00
224,33.734,B,0,2024-01-01 03:43:00
225,51.357,A,1,2024-01-01 03:44:00
226,53.423,A,1,2024-01-01 03:45:00
227,87.762,A,0,2024-01-01 03:46:00
228,78.153,B,1,2024-01-01 03:47:00
229,37.201,C,0,2024-01-01 03:48:00
230,45.689,A,0,2024-01-01 03:49:00
231,28.048,A,0,2024-01-01 03:50:00
232,41.139,A,0,2024-01-01 03:51:00
233,54.734,A,0,2024-01-01 03:52:00
234,68.088,B,0,2024-01-01 03:53:00
235,39.064,A,0,2024-01-01 03:54:00
236,40.188,A,0,2024-01-01 03:55:00
237,17.791,C,0,2024-01-01 03:56:00
238,47.56,A,1,2024-01-01 03:57:00
239,34.064,A,1,2024-01-01 03:58:00
240,42.058,B,0,2024-01-01 03:59:00
241,36.847,A,0,2024-01-01 04:00:00
242,48.586,A,1,2024-01-01 04:01:00
243,23.634,A,1,2024-01-01 04:02:00
244,27.994,C,1,2024-01-01 04:03:00
245,81.939,A,1,2024-01-01 04:04:00
246,30.689,A,1,2024-01-01 04:05:00
247,33.548,A,1,2024-01-01 04:06:00
248,77.554,A,0,2024-01-01 04:07:00
249,93.576,B,0,2024-01-01 04:08:00
250,32.427,A,0,2024-01-01 04:09:00
251,44.476,B,0,2024-01-01 04:10:00
252,55.123,B,1,2024-01-01 04:11:00
253,75.93,C,1,2024-01-01 04:12:00
254,35.197,A,1,2024-01-01 04:13:00
255,46.321,C,0,2024-01-01 04:14:00
256,61.66,B,0,2024-01-01 04:15:00
257,56.521,A,0,2024-01-01 04:16:00
258,44.358,B,1,2024-01-01 04:17:00
259,47.993,C,0,2024-01-01 04:18:00
260,29.377,A,0,2024-01-01 04:19:00
261,46.427,C,1,2024-01-01 04:20:00
262,46.004,A,1,2024-01-01 04:21:00
263,53.483,B,1,2024-01-01 04:22:00
264,41.67,C,0,2024-01-01 04:23:00
265,57.073,A,0,2024-01-01 04:24:00
266,65.191,C,0,2024-01-01 04:25:00
267,52.331,A,0,2024-01-01 04:26:00
268,55.276,B,1,2024-01-01 04:27:00
269,50.797,B,0,2024-01-01 04:28:00
270,50.001,A,0,2024-01-01 04:29:00
271,39.177,A,1,2024-01-01 04:30:00
272,54.747,A,0,2024-01-01 04:31:00
273,48.541,A,0,2024-01-01 04:32:00
274,81.398,A,0,2024-01-01 04:33:00
275,73.6,A,0,2024-01-01 04:34:00
276,55.788,A,0,2024-01-01 04:35:00
277,38.554,A,1,2024-01-01 04:36:00
278,33.314,B,1,2024-01-01 04:37:00
279,67.867,B,0,2024-01-01 04:38:00
280,53.941,B,0,2024-01-01 04:39:00
281,57.202,A,0,2024-01-01 04:40:00
282,23.831,C,1,2024-01-01 04:41:00
283,63.912,B,1,2024-01-01 04:42:00
284,56.816,A,1,2024-01-01 04:43:00
285,33.344,A,0,2024-01-01 04:44:00
286,42.927,B,0,2024-01-01 04:45:00
287,53.956,A,0,2024-01-01 04:46:00
288,50.787,B,0,2024-01-01 04:47:00
289,45.617,C,0,2024-01-01 04:48:00
290,48.448,A,1,2024-01-01 04:49:00
291,46.22,A,0,2024-01-01 04:50:00
292,52.288,C,1,2024-01-01 04:51:00
293,72.072,B,1,2024-01-01 04:52:00
294,11.5,A,1,2024-01-01 04:53:00
295,46.447,C,0,2024-01-01 04:54:00
296,52.648,C,1,2024-01-01 04:55:00
297,54.44,B,0,2024-01-01 04:56:00
298,44.421,B,0,2024-01-01 04:57:00
299,23.649,A,0,2024-01-01 04:58:00
300,54.92,A,0,2024-01-01 04:59:00
301,75.91,B,1,2024-01-01 05:00:00
302,26.992,A,1,2024-01-01 05:01:00
303,62.957,B,1,2024-01-01 05:02:00
304,45.072,C,0,2024-01-01 05:03:00
305,49.08,A,0,2024-01-01 05:04:00
306,34.207,B,1,2024-01-01 05:05:00
307,44.983,A,0,2024-01-01 05:06:00
308,69.501,C,1,2024-01-01 05:07:00
309,58.74,A,1,2024-01-01 05:08:00
310,75.985,B,1,2024-01-01 05:09:00
311,67.661,B,1,2024-01-01 05:10:00
312,56.586,A,0,2024-01-01 05:11:00
313,76.159,B,0,2024-01-01 05:12:00
314,56.585,B,0,2024-01-01 05:13:00
315,62.42,B,0,2024-01-01 05:14:00
316,45.551,B,0,2024-01-01 05:15:00
317,50.998,C,1,2024-01-01 05:16:00
318,39.539,A,0,2024-01-01 05:17:00
319,64.844,B,1,2024-01-01 05:18:00
320,32.325,A,1,2024-01-01 05:19:00
321,61.735,B,1,2024-01-01 05:20:00
322,47.14,B,0,2024-01-01 05:21:00
323,67.569,A,1,2024-01-01 05:22:00
324,61.263,A,0,2024-01-01 05:23:00
325,77.31,C,0,2024-01-01 05:24:00
326,60.962,A,0,2024-01-01 05:25:00
327,26.419,B,0,2024-01-01 05:26:00
328,48.996,A,0,2024-01-01 05:27:00
329,32.42,C,0,2024-01-01 05:28:00
330,42.226,A,1,2024-01-01 05:29:00
331,72.668,A,0,2024-01-01 05:30:00
332,59.563,C,0,2024-01-01 05:31:00
333,39.516,C,1,2024-01-01 05:32:00
334,34.794,A,1,2024-01-01 05:33:00
335,50.492,A,1,2024-01-01 05:34:00
336,31.752,B,0,2024-01-01 05:35:00
337,39.933,C,1,2024-01-01 05:36:00
338,54.68,A,1,2024-01-01 05:37:00
339,67.33,B,0,2024-01-01 05:38:00
340,59.131,B,0,2024-01-01 05:39:00
341,15.631,B,1,2024-01-01 05:40:00
342,54.566,B,0,2024-01-01 05:41:00
343,51.081,B,0,2024-01-01 05:42:00
344,56.208,A,1,2024-01-01 05:43:00
345,74.243,C,1,2024-01-01 05:44:00
346,19.051,C,1,2024-01-01 05:45:00
347,41.133,B,1,2024-01-01 05:46:00
348,58.864,A,1,2024-01-01 05:47:00
349,26.276,A,0,2024-01-01 05:48:00
350,72.139,B,0,2024-01-01 05:49:00
351,55.525,A,1,2024-01-01 05:50:00
352,62.699,C,0,2024-01-01 05:51:00
353,41.436,A,0,2024-01-01 05:52:00
354,62.206,B,1,2024-01-01 05:53:00
355,66.027,C,1,2024-01-01 05:54:00
356,53.493,A,0,2024-01-01 05:55:00
357,53.516,A,0,2024-01-01 05:56:00
358,54.055,B,1,2024-01-01 05:57:00
359,37.05,B,0,2024-01-01 05:58:00
360,47.787,A,1,2024-01-01 05:59:00
361,47.712,B,1,2024-01-01 06:00:00
362,55.751,C,1,2024-01-01 06:01:00
363,64.997,A,0,2024-01-01 06:02:00
364,34.122,A,1,2024-01-01 06:03:00
365,48.125,A,0,2024-01-01 06:04:00
366,72.222,A,1,2024-01-01 06:05:00
367,38.846,A,0,2024-01-01 06:06:00
368,37.666,A,0,2024-01-01 06:07:00
369,53.035,B,1,2024-01-01 06:08:00
370,62.666,A,0,2024-01-01 06:09:00
371,50.171,C,1,2024-01-01 06:10:00
372,69.934,A,1,2024-01-01 06:11:00
373,62.852,A,0,2024-01-01 06:12:00
374,62.627,B,0,2024-01-01 06:13:00
375,58.312,C,1,2024-01-01 06:14:00
376,84.915,A,0,2024-01-01 06:15:00
377,46.923,A,0,2024-01-01 06:16:00
378,19.947,A,0,2024-01-01 06:17:00
379,74.064,B,0,2024-01-01 06:18:00
380,43.135,A,1,2024-01-01 06:19:00
381,51.618,A,0,2024-01-01 06:20:00
382,69.643,A,1,2024-01-01 06:21:00
383,25.966,A,0,2024-01-01 06:22:00
384,31.225,C,1,2024-01-01 06:23:00
385,25.981,B,0,2024-01-01 06:24:00
386,38.088,A,0,2024-01-01 06:25:00
387,56.595,A,1,2024-01-01 06:26:00
388,57.863,A,0,2024-01-01 06:27:00
389,54.144,A,0,2024-01-01 06:28:00
390,28.809,B,1,2024-01-01 06:29:00
391,15.348,C,0,2024-01-01 06:30:00
392,50.815,C,0,2024-01-01 06:31:00
393,42.923,C,0,2024-01-01 06:32:00
394,56.891,C,1,2024-01-01 06:33:00
395,60.529,C,1,2024-01-01 06:34:00
396,52.074,A,1,2024-01-01 06:35:00
397,61.402,A,1,2024-01-01 06:36:00
398,53.438,A,0,2024-01-01 06:37:00
399,57.951,B,0,2024-01-01 06:38:00
400,39.43,A,0,2024-01-01 06:39:00
401,47.306,C,0,2024-01-01 06:40:00
402,52.952,B,0,2024-01-01 06:41:00
403,62.308,B,1,2024-01-01 06:42:00
404,44.094,A,1,2024-01-01 06:43:00
405,57.818,A,1,2024-01-01 06:44:00
406,46.012,A,1,2024-01-01 06:45:00
407,48.237,C,1,2024-01-01 06:46:00
408,62.443,B,0,2024-01-01 06:47:00
409,20.104,B,1,2024-01-01 06:48:00
410,30.553,A,1,2024-01-01 06:49:00
411,27.767,A,0,2024-01-01 06:50:00
412,14.996,A,0,2024-01-01 06:51:00
413,39.826,B,1,2024-01-01 06:52:00
414,61.242,B,0,2024-01-01 06:53:00
415,45.727,A,1,2024-01-01 06:54:00
416,52.967,C,1,2024-01-01 06:55:00
417,66.338,A,0,2024-01-01 06:56:00
418,69.915,C,0,2024-01-01 06:57:00
419,48.963,A,0,2024-01-01 06:58:00
420,70.304,A,0,2024-01-01 06:59:00
421,51.382,C,0,2024-01-01 07:00:00
422,37.439,A,1,2024-01-01 07:01:00
423,41.084,A,0,2024-01-01 07:02:00
424,27.792,A,0,2024-01-01 07:03:00
425,36.678,A,0,2024-01-01 07:04:00
426,44.63,B,1,2024-01-01 07:05:00
427,62.054,C,0,2024-01-01 07:06:00
428,75.812,C,0,2024-01-01 07:07:00
429,29.267,A,1,2024-01-01 07:08:00
430,55.892,B,0,2024-01-01 07:09:00
431,34.392,A,0,2024-01-01 07:10:00
432,57.12,A,0,2024-01-01 07:11:00
433,48.034,A,0,2024-01-01 07:12:00
434,22.536,C,0,2024-01-01 07:13:00
435,63.924,C,1,2024-01-01 07:14:00
436,40.925,B,0,2024-01-01 07:15:00
437,41.991,B,0,2024-01-01 07:16:00
438,33.954,A,0,2024-01-01 07:17:00
439,40.186,B,1,2024-01-01 07:18:00
440,56.418,B,1,2024-01-01 07:19:00
441,47.161,A,0,2024-01-01 07:20:00
442,54.93,A,0,2024-01-01 07:21:00
443,55.429,A,0,2024-01-01 07:22:00
444,69.81,C,0,2024-01-01 07:23:00
445,44.858,A,0,2024-01-01 07:24:00
446,27.847,C,0,2024-01-01 07:25:00
447,66.008,A,1,2024-01-01 07:26:00
448,45.028,B,0,2024-01-01 07:27:00
449,66.719,A,0,2024-01-01 07:28:00
450,55.751,A,0,2024-01-01 07:29:00
451,48.033,A,1,2024-01-01 07:30:00
452,55.232,A,1,2024-01-01 07:31:00
453,79.265,C,0,2024-01-01 07:32:00
454,81.155,A,0,2024-01-01 07:33:00
455,51.041,B,1,2024-01-01 07:34:00
456,52.403,A,1,2024-01-01 07:35:00
457,66.144,A,0,2024-01-01 07:36:00
458,37.315,B,1,2024-01-01 07:37:00
459,54.996,A,1,2024-01-01 07:38:00
460,49.612,C,0,2024-01-01 07:39:00
461,54.709,C,1,2024-01-01 07:40:00
462,37.499,B,0,2024-01-01 07:41:00
463,26.156,A,0,2024-01-01 07:42:00
464,18.905,A,0,2024-01-01 07:43:00
465,33.239,C,0,2024-01-01 07:44:00
466,43.12,A,1,2024-01-01 07:45:00
467,45.602,A,0,2024-01-01 07:46:00
468,79.058,A,0,2024-01-01 07:47:00
469,66.59,B,0,2024-01-01 07:48:00
470,35.569,B,1,2024-01-01 07:49:00
471,55.216,B,1,2024-01-01 07:50:00
472,43.894,B,1,2024-01-01 07:51:00
473,45.735,A,0,2024-01-01 07:52:00
474,52.78,C,1,2024-01-01 07:53:00
475,59.288,A,1,2024-01-01 07:54:00
476,44.911,B,1,2024-01-01 07:55:00
477,65.958,A,0,2024-01-01 07:56:00
478,32.871,C,1,2024-01-01 07:57:00
479,50.095,A,0,2024-01-01 07:58:00
480,88.965,A,0,2024-01-01 07:59:00
481,53.346,A,0,2024-01-01 08:00:00
482,71.498,A,0,2024-01-01 08:01:00
483,51.373,A,0,2024-01-01 08:02:00
484,58.712,B,0,2024-01-01 08:03:00
485,49.148,A,0,2024-01-01 08:04:00
486,47.444,C,1,2024-01-01 08:05:00
487,38.308,A,0,2024-01-01 08:06:00
488,56.455,B,1,2024-01-01 08:07:00
489,37.227,A,1,2024-01-01 08:08:00
490,59.984,B,1,2024-01-01 08:09:00
491,66.279,B,1,2024-01-01 08:10:00
492,55.498,A,0,2024-01-01 08:11:00
493,45.706,C,1,2024-01-01 08:12:00
494,56.809,A,1,2024-01-01 08:13:00
495,45.37,A,0,2024-01-01 08:14:00
496,64.033,B,0,2024-01-01 08:15:00
497,22.529,C,1,2024-01-01 08:16:00
498,44.966,A,0,2024-01-01 08:17:00
499,20.138,A,0,2024-01-01 08:18:00
500,27.574,C,1,2024-01-01 08:19:00
